'object1','object2',
'aypoint0','aypoint0',0,0,0,0,1,0,0,0,0,0,0,1.0000,0.6321,0.6321,1.0000,1.0000,1.0000,1.0000,0.6321,1.0000,0.6321,0.6321
'aypoint0','aypoint1',0,0,0,0,1,0,0,0,0,0,0,1.0000,1.0000,1.0000,0.6321,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6321
'aypoint0','aypoint2',0,0,0,0,1,0,0,0,0,0,0,1.0000,1.0000,0.6321,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6321
'aypoint0','aypoint3',0,0,0,0,1,0,0,0,0,0,0,0.6321,0.6321,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6321,0.6321,0.6321
'aypoint0','aypoint4',0,0,0,0,1,0,0,0,0,0,0,0.6321,1.0000,1.0000,1.0000,1.0000,0.6321,1.0000,1.0000,0.6321,1.0000,0.6321
'aypoint0','aypoint5',0,0,0,0,1,0,0,0,0,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6321,1.0000,0.6321,0.6321
'aypoint0','aypoint6',0,0,0,0,1,0,0,0,0,0,0,1.0000,0.6321,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6321,0.6321
'aypoint0','aypoint7',0,0,0,0,1,0,0,0,0,0,0,1.0000,1.0000,0.6321,1.0000,1.0000,1.0000,0.6321,1.0000,1.0000,1.0000,0.6321
'aypoint0','aypoint8',0,0,0,0,1,0,0,0,0,0,0,0.6321,1.0000,0.6321,1.0000,0.6321,0.6321,1.0000,1.0000,1.0000,0.6321,0.6321
'aypoint0','aypoint9',0,0,0,0,1,0,0,0,0,0,0,1.0000,1.0000,1.0000,1.0000,0.6321,1.0000,1.0000,0.6321,0.6321,0.6321,0.6321
'aypoint0','aypoint10',0,0,0,0,1,0,0,0,0,0,0,1.0000,0.6321,1.0000,1.0000,0.6321,1.0000,0.6321,1.0000,1.0000,1.0000,0.6321
'aypoint0','aypoint11',0,0,0,0,1,0,0,0,0,0,0,0.6321,1.0000,1.0000,0.6321,0.6321,0.6321,1.0000,1.0000,1.0000,1.0000,0.6321
'aypoint0','aypoint12',0,0,0,0,1,0,0,0,0,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6321
'aypoint0','aypoint13',0,0,0,0,1,0,0,0,0,0,0,0.6321,0.6321,1.0000,1.0000,1.0000,0.6321,1.0000,1.0000,0.6321,1.0000,0.6321
'aypoint0','aypoint14',0,0,0,0,1,0,0,0,0,0,0,1.0000,1.0000,1.0000,0.6321,1.0000,0.6321,1.0000,1.0000,0.6321,1.0000,0.6321
'aypoint0','aypoint15',0,0,0,0,1,0,0,0,0,0,0,1.0000,1.0000,0.6321,1.0000,0.6321,1.0000,1.0000,1.0000,0.6321,0.6321,0.6321
'aypoint0','aypoint16',0,0,0,0,1,0,0,0,0,0,0,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6321,1.0000,1.0000,0.6321
'aypoint0','aypoint17',0,0,0,0,1,0,0,0,0,0,0,1.0000,0.6321,1.0000,1.0000,0.6321,1.0000,1.0000,1.0000,1.0000,1.0000,0.6321
